9355: Flags [P.], seq 15041528:15041876, ack 8929, win 501, length 348
20:22:31.504226 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15656540:15656888, ack 9289, win 501, length 348
20:22:31.504285 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15656888:15657092, ack 9289, win 501, length 204
20:22:31.504340 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15657092:15657296, ack 9289, win 501, length 204
20:22:31.504395 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15657296:15657500, ack 9289, win 501, length 204
20:22:31.504449 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15657500:15657704, ack 9289, win 501, length 204
20:22:31.504508 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15657704:15657908, ack 9289, win 501, length 204
20:22:31.504564 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15657908:15658112, ack 9289, win 501, length 204
20:22:31.504623 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15658112:15658316, ack 9289, win 501, length 204
20:22:31.504677 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15658316:15658520, ack 9289, win 501, length 204
20:22:31.504731 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15658520:15658724, ack 9289, win 501, length 204
20:22:31.504751 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15650540, win 516, length 0
20:22:31.504813 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15658724:15659072, ack 9289, win 501, length 348
20:22:31.504878 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15659072:15659276, ack 9289, win 501, length 204
20:22:31.504939 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15659276:15659480, ack 9289, win 501, length 204
20:22:31.504994 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15659480:15659684, ack 9289, win 501, length 204
20:22:31.505051 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15659684:15659888, ack 9289, win 501, length 204
20:22:31.505109 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15659888:15660092, ack 9289, win 501, length 204
20:22:31.505163 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15660092:15660296, ack 9289, win 501, length 204
20:22:31.505219 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15660296:15660500, ack 9289, win 501, length 204
20:22:31.505276 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15660500:15660704, ack 9289, win 501, length 204
20:22:31.505335 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15660704:15660908, ack 9289, win 501, length 204
20:22:31.505398 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15660908:15661112, ack 9289, win 501, length 204
20:22:31.505454 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15661112:15661316, ack 9289, win 501, length 204
20:22:31.505512 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15652724, win 516, length 0
20:22:31.505555 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15661316:15661520, ack 9289, win 501, length 204
20:22:31.505584 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15661520:15661700, ack 9289, win 501, length 180
20:22:31.505647 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15661700:15662072, ack 9289, win 501, length 372
20:22:31.505724 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15662072:15662276, ack 9289, win 501, length 204
20:22:31.505789 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15662276:15662480, ack 9289, win 501, length 204
20:22:31.505847 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15662480:15662684, ack 9289, win 501, length 204
20:22:31.505904 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15662684:15662888, ack 9289, win 501, length 204
20:22:31.505960 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15662888:15663092, ack 9289, win 501, length 204
20:22:31.506014 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15663092:15663296, ack 9289, win 501, length 204
20:22:31.506068 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15663296:15663500, ack 9289, win 501, length 204
20:22:31.506133 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15663500:15663704, ack 9289, win 501, length 204
20:22:31.506192 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15663704:15663908, ack 9289, win 501, length 204
20:22:31.506246 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15663908:15664112, ack 9289, win 501, length 204
20:22:31.506305 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15664112:15664316, ack 9289, win 501, length 204
20:22:31.506360 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15664316:15664520, ack 9289, win 501, length 204
20:22:31.506415 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15664520:15664724, ack 9289, win 501, length 204
20:22:31.506473 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15664724:15664928, ack 9289, win 501, length 204
20:22:31.506528 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15664928:15665132, ack 9289, win 501, length 204
20:22:31.506587 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15665132:15665336, ack 9289, win 501, length 204
20:22:31.506641 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15665336:15665540, ack 9289, win 501, length 204
20:22:31.506717 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15665540:15665744, ack 9289, win 501, length 204
20:22:31.506757 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15654356, win 516, length 0
20:22:31.506812 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15665744:15666092, ack 9289, win 501, length 348
20:22:31.506873 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15666092:15666296, ack 9289, win 501, length 204
20:22:31.506931 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15666296:15666500, ack 9289, win 501, length 204
20:22:31.506990 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15666500:15666704, ack 9289, win 501, length 204
20:22:31.507048 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15666704:15666908, ack 9289, win 501, length 204
20:22:31.507103 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15666908:15667112, ack 9289, win 501, length 204
20:22:31.507162 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15667112:15667316, ack 9289, win 501, length 204
20:22:31.507216 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15667316:15667520, ack 9289, win 501, length 204
20:22:31.507287 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15667520:15667724, ack 9289, win 501, length 204
20:22:31.507402 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15667724:15667928, ack 9289, win 501, length 204
20:22:31.507462 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15667928:15668132, ack 9289, win 501, length 204
20:22:31.507521 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15668132:15668336, ack 9289, win 501, length 204
20:22:31.507576 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15668336:15668540, ack 9289, win 501, length 204
20:22:31.507636 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15668540:15668744, ack 9289, win 501, length 204
20:22:31.507691 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15668744:15668948, ack 9289, win 501, length 204
20:22:31.507746 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15668948:15669152, ack 9289, win 501, length 204
20:22:31.507806 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15669152:15669356, ack 9289, win 501, length 204
20:22:31.507860 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15669356:15669560, ack 9289, win 501, length 204
20:22:31.507871 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15659480, win 516, length 0
20:22:31.507940 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15669560:15669908, ack 9289, win 501, length 348
20:22:31.507999 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15669908:15670112, ack 9289, win 501, length 204
20:22:31.508054 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15670112:15670316, ack 9289, win 501, length 204
20:22:31.508108 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15670316:15670520, ack 9289, win 501, length 204
20:22:31.508167 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15670520:15670724, ack 9289, win 501, length 204
20:22:31.508246 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15670724:15670928, ack 9289, win 501, length 204
20:22:31.508310 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15670928:15671132, ack 9289, win 501, length 204
20:22:31.508366 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15671132:15671336, ack 9289, win 501, length 204
20:22:31.508425 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15671336:15671540, ack 9289, win 501, length 204
20:22:31.508500 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15671540:15671744, ack 9289, win 501, length 204
20:22:31.508559 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15671744:15671948, ack 9289, win 501, length 204
20:22:31.508615 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15671948:15672152, ack 9289, win 501, length 204
20:22:31.508669 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15672152:15672356, ack 9289, win 501, length 204
20:22:31.508727 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15672356:15672560, ack 9289, win 501, length 204
20:22:31.508756 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15659684, win 515, length 0
20:22:31.508756 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15661700, win 516, length 0
20:22:31.508822 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15672560:15673060, ack 9289, win 501, length 500
20:22:31.508875 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15664928, win 516, length 0
20:22:31.508902 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15673060:15673264, ack 9289, win 501, length 204
20:22:31.508970 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15673264:15673612, ack 9289, win 501, length 348
20:22:31.509028 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15673612:15673816, ack 9289, win 501, length 204
20:22:31.509082 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15673816:15674020, ack 9289, win 501, length 204
20:22:31.509136 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15674020:15674224, ack 9289, win 501, length 204
20:22:31.509190 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15674224:15674428, ack 9289, win 501, length 204
20:22:31.509244 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15674428:15674632, ack 9289, win 501, length 204
20:22:31.509300 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15674632:15674836, ack 9289, win 501, length 204
20:22:31.509372 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15674836:15675040, ack 9289, win 501, length 204
20:22:31.509381 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15666500, win 516, length 0
20:22:31.509464 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15675040:15675388, ack 9289, win 501, length 348
20:22:31.509538 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15675388:15675592, ack 9289, win 501, length 204
20:22:31.509597 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15675592:15675796, ack 9289, win 501, length 204
20:22:31.509653 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15675796:15676000, ack 9289, win 501, length 204
20:22:31.509707 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15676000:15676204, ack 9289, win 501, length 204
20:22:31.509762 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15676204:15676408, ack 9289, win 501, length 204
20:22:31.509819 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15676408:15676612, ack 9289, win 501, length 204
20:22:31.509874 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15676612:15676816, ack 9289, win 501, length 204
20:22:31.509928 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15676816:15677020, ack 9289, win 501, length 204
20:22:31.509985 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15677020:15677224, ack 9289, win 501, length 204
20:22:31.510041 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15677224:15677428, ack 9289, win 501, length 204
20:22:31.510096 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15677428:15677632, ack 9289, win 501, length 204
20:22:31.510127 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15668132, win 516, length 0
20:22:31.510181 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15677632:15677980, ack 9289, win 501, length 348
20:22:31.510252 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15677980:15678184, ack 9289, win 501, length 204
20:22:31.510308 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15678184:15678388, ack 9289, win 501, length 204
20:22:31.510363 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15678388:15678592, ack 9289, win 501, length 204
20:22:31.510422 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15678592:15678796, ack 9289, win 501, length 204
20:22:31.510476 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15678796:15679000, ack 9289, win 501, length 204
20:22:31.510607 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15679000:15679204, ack 9289, win 501, length 204
20:22:31.510663 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15679204:15679408, ack 9289, win 501, length 204
20:22:31.510732 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15679408:15679612, ack 9289, win 501, length 204
20:22:31.510765 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15670724, win 516, length 0
20:22:31.510819 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15679612:15679960, ack 9289, win 501, length 348
20:22:31.510876 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15679960:15680164, ack 9289, win 501, length 204
20:22:31.510931 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15680164:15680368, ack 9289, win 501, length 204
20:22:31.510985 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15680368:15680572, ack 9289, win 501, length 204
20:22:31.511039 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15680572:15680776, ack 9289, win 501, length 204
20:22:31.511093 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15680776:15680980, ack 9289, win 501, length 204
20:22:31.511156 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15680980:15681184, ack 9289, win 501, length 204
20:22:31.511213 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15681184:15681388, ack 9289, win 501, length 204
